01.001.01	a	agním īḷe-_ puróhitam
01.001.01	b	yajñásya devám r̥tvíjam
01.001.01	c	hótāram ratnadhā́tamam
01.001.02	a	agníḥ pū́rvebhiḥ ŕ̥ṣibhiḥ
01.001.02	b	ī́ḍyaḥ nū́tanaiḥ utá
01.001.02	c	sá devā́n ā́ ihá vakṣati
01.001.03	a	agnínā rayím aśnavat
01.001.03	b	póṣam evá divé-dive-_
01.001.03	c	yaśásam vīrávattamam
01.001.04	a	ágne-_ yám yajñám adhvarám
01.001.04	b	viśvátaḥ paribhū́ḥ ási
01.001.04	c	sáḥ ít devéṣu gacchati
01.001.05	a	agníḥ hótā kavíkratuḥ
01.001.05	b	satyáḥ citráśravastamaḥ
01.001.05	c	deváḥ devébhiḥ ā́ gamat
01.001.06	a	yát aṅgá dāśúṣe-_ tvám
01.001.06	b	ágne-_ bhadrám kariṣyási
01.001.06	c	táva ít tát satyám aṅgiraḥ
01.001.07	a	úpa tvā agne-_ divé-dive-_
01.001.07	b	dóṣāvastar dhiyā́ vayám
01.001.07	c	námaḥ bhárantaḥ ā́ imasi
01.001.08	a	rā́jantam adhvarā́ṇām
01.001.08	b	gopā́m r̥tásya dī́divim
01.001.08	c	várdhamānam své-_ dáme-_
01.001.09	a	sá naḥ pitā́ iva sūnáve-_
01.001.09	b	ágne-_ sūpāyanáḥ bhava
01.001.09	c	sácasvā+ naḥ svastáye-_
01.002.01	a	vā́yo ā́ yāhi darśata
01.002.01	b	imé?_ sómāḥ áraṁkr̥tāḥ
01.002.01	c	téṣām pāhi śrudhī́-_+ hávam
01.002.02	a	vā́yo ukthébhiḥ jarante-_
01.002.02	b	tvā́m ácchā+ jaritā́raḥ
01.002.02	c	sutásomāḥ aharvídaḥ
01.002.03	a	vā́yo táva prapr̥ñcatī́?_
01.002.03	b	dhénā jigāti dāśúṣe-_
01.002.03	c	urūcī́?_ sómapītaye-_
01.002.04	a	índravāyū+_ imé?_ sutā́ḥ
01.002.04	b	úpa práyobhiḥ ā́ gatam
01.002.04	c	índavaḥ vām uśánti hí
01.002.05	a	vā́yo índraḥ ca cetathaḥ
01.002.05	b	sutā́nām vājinīvasū+_
01.002.05	c	taú ā́ yātam úpa dravát
01.002.06	a	vā́yo índraḥ ca sunvatáḥ
01.002.06	b	ā́ yātam úpa niṣkr̥tám
01.002.06	c	makṣū́-_+ itthā́ dhiyā́ narā
01.002.07	a	mitrám huve-_ pūtádakṣam
01.002.07	b	váruṇam ca riśā́dasam
01.002.07	c	dhíyam ghr̥tā́cīm sā́dhantā
01.002.08	a	r̥téna mitrāvaruṇau
01.002.08	b	r̥tāvr̥dhau r̥taspr̥śā
01.002.08	c	krátum br̥hántam āśāthe-_
01.002.09	a	kavī́+_ naḥ mitrā́váruṇā
01.002.09	b	tuvijātaú urukṣáyā
