01.001.01	a	अ॒ग्निमी॑ळे पु॒रोहि॑तं य॒ज्ञस्य॑ दे॒वमृ॒त्विज॑म्
01.001.01	c	होता॑रं रत्न॒धात॑मम्
01.001.02	a	अ॒ग्निः पूर्वे॑भि॒र्ऋषि॑भि॒रीड्यो॒ नूत॑नैरु॒त
01.001.02	c	स दे॒वाँ एह व॑क्षति
01.001.03	a	अ॒ग्निना॑ र॒यिम॑श्नव॒त्पोष॑मे॒व दि॒वेदि॑वे
01.001.03	c	य॒शसं॑ वी॒रव॑त्तमम्
01.001.04	a	अग्ने॒ यं य॒ज्ञम॑ध्व॒रं वि॒श्वतः॑ परि॒भूरसि॑
01.001.04	c	स इद्दे॒वेषु॑ गच्छति
01.001.05	a	अ॒ग्निर्होता॑ क॒विक्र॑तुः स॒त्यश्चि॒त्रश्र॑वस्तमः
01.001.05	c	दे॒वो दे॒वेभि॒रा ग॑मत्
01.001.06	a	यद॒ङ्ग दा॒शुषे॒ त्वमग्ने॑ भ॒द्रं क॑रि॒ष्यसि॑
01.001.06	c	तवेत्तत्स॒त्यम॑ङ्गिरः
01.001.07	a	उप॑ त्वाग्ने दि॒वेदि॑वे॒ दोषा॑वस्तर्धि॒या व॒यम्
01.001.07	c	नमो॒ भर॑न्त॒ एम॑सि
01.001.08	a	राज॑न्तमध्व॒राणां॑ गो॒पामृ॒तस्य॒ दीदि॑विम्
01.001.08	c	वर्ध॑मानं॒ स्वे दमे॑
01.001.09	a	स नः॑ पि॒तेव॑ सू॒नवेऽग्ने॑ सूपाय॒नो भ॑व
01.001.09	c	सच॑स्वा नः स्व॒स्तये॑
01.002.01	a	वाय॒वा या॑हि दर्शते॒मे सोमा॒ अरं॑कृताः
01.002.01	c	तेषां॑ पाहि श्रु॒धी हव॑म्
01.002.02	a	वाय॑ उ॒क्थेभि॑र्जरन्ते॒ त्वामच्छा॑ जरि॒तारः॑
01.002.02	c	सु॒तसो॑मा अह॒र्विदः॑
01.002.03	a	वायो॒ तव॑ प्रपृञ्च॒ती धेना॑ जिगाति दा॒शुषे॑
01.002.03	c	उ॒रू॒ची सोम॑पीतये
01.002.04	a	इन्द्र॑वायू इ॒मे सु॒ता उप॒ प्रयो॑भि॒रा ग॑तम्
01.002.04	c	इन्द॑वो वामु॒शन्ति॒ हि
01.002.05	a	वाय॒विन्द्र॑श्च चेतथः सु॒तानां॑ वाजिनीवसू
01.002.05	c	तावा या॑त॒मुप॑ द्र॒वत्
01.002.06	a	वाय॒विन्द्र॑श्च सुन्व॒त आ या॑त॒मुप॑ निष्कृ॒तम्
01.002.06	c	म॒क्ष्वि१॒॑त्था धि॒या न॑रा
01.002.07	a	मि॒त्रं हु॑वे पू॒तद॑क्षं॒ वरु॑णं च रि॒शाद॑सम्
01.002.07	c	धियं॑ घृ॒ताचीं॒ साध॑न्ता
01.002.08	a	ऋ॒तेन॑ मित्रावरुणावृतावृधावृतस्पृशा
01.002.08	c	क्रतुं॑ बृ॒हन्त॑माशाथे
01.002.09	a	क॒वी नो॑ मि॒त्रावरु॑णा तुविजा॒ता उ॑रु॒क्षया॑
01.002.09	c	दक्षं॑ दधाते अ॒पस॑म्
01.003.01	a	अश्वि॑ना॒ यज्व॑री॒रिषो॒ द्रव॑त्पाणी॒ शुभ॑स्पती
01.003.01	c	पुरु॑भुजा चन॒स्यत॑म्
01.003.02	a	अश्वि॑ना॒ पुरु॑दंससा॒ नरा॒ शवी॑रया धि॒या
01.003.02	c	धिष्ण्या॒ वन॑तं॒ गिरः॑
01.003.03	a	दस्रा॑ यु॒वाक॑वः सु॒ता नास॑त्या वृ॒क्तब॑र्हिषः
01.003.03	c	आ या॑तं रुद्रवर्तनी
01.003.04	a	इन्द्रा या॑हि चित्रभानो सु॒ता इ॒मे त्वा॒यवः॑
01.003.04	c	अण्वी॑भि॒स्तना॑ पू॒तासः॑
01.003.05	a	इन्द्रा या॑हि धि॒येषि॒तो विप्र॑जूतः सु॒ताव॑तः
01.003.05	c	उप॒ ब्रह्मा॑णि वा॒घतः॑
01.003.06	a	इन्द्रा या॑हि॒ तूतु॑जान॒ उप॒ ब्रह्मा॑णि हरिवः
01.003.06	c	सु॒ते द॑धिष्व न॒श्चनः॑
01.003.07	a	ओमा॑सश्चर्षणीधृतो॒ विश्वे॑ देवास॒ आ ग॑त
01.003.07	c	दा॒श्वांसो॑ दा॒शुषः॑ सु॒तम्
01.003.08	a	विश्वे॑ दे॒वासो॑ अ॒प्तुरः॑ सु॒तमा ग॑न्त॒ तूर्ण॑यः
01.003.08	c	उ॒स्रा इ॑व॒ स्वस॑राणि
01.003.09	a	विश्वे॑ दे॒वासो॑ अ॒स्रिध॒ एहि॑मायासो अ॒द्रुहः॑
01.003.09	c	मेधं॑ जुषन्त॒ वह्न॑यः
01.003.10	a	पा॒व॒का नः॒ सर॑स्वती॒ वाजे॑भिर्वा॒जिनी॑वती
01.003.10	c	य॒ज्ञं व॑ष्टु धि॒याव॑सुः
01.003.11	a	चो॒द॒यि॒त्री सू॒नृता॑नां॒ चेत॑न्ती सुमती॒नाम्
01.003.11	c	य॒ज्ञं द॑धे॒ सर॑स्वती
01.003.12	a	म॒हो अर्णः॒ सर॑स्वती॒ प्र चे॑तयति के॒तुना॑
01.003.12	c	धियो॒ विश्वा॒ वि रा॑जति
01.004.01	a	सु॒रू॒प॒कृ॒त्नुमू॒तये॑ सु॒दुघा॑मिव गो॒दुहे॑
01.004.01	c	जु॒हू॒मसि॒ द्यवि॑द्यवि
01.004.02	a	उप॑ नः॒ सव॒ना ग॑हि॒ सोम॑स्य सोमपाः पिब
01.004.02	c	गो॒दा इद्रे॒वतो॒ मदः॑
01.004.03	a	अथा॑ ते॒ अन्त॑मानां वि॒द्याम॑ सुमती॒नाम्
01.004.03	c	मा नो॒ अति॑ ख्य॒ आ ग॑हि
01.004.04	a	परे॑हि॒ विग्र॒मस्तृ॑त॒मिन्द्रं॑ पृच्छा विप॒श्चित॑म्
01.004.04	c	यस्ते॒ सखि॑भ्य॒ आ वर॑म्
01.004.05	a	उ॒त ब्रु॑वन्तु नो॒ निदो॒ निर॒न्यत॑श्चिदारत
01.004.05	c	दधा॑ना॒ इन्द्र॒ इद्दुवः॑
01.004.06	a	उ॒त नः॑ सु॒भगाँ॑ अ॒रिर्वो॒चेयु॑र्दस्म कृ॒ष्टयः॑
01.004.06	c	स्यामेदिन्द्र॑स्य॒ शर्म॑णि
01.004.07	a	एमा॒शुमा॒शवे॑ भर यज्ञ॒श्रियं॑ नृ॒माद॑नम्
01.004.07	c	प॒त॒यन्म॑न्द॒यत्स॑खम्
01.004.08	a	अ॒स्य पी॒त्वा श॑तक्रतो घ॒नो वृ॒त्राणा॑मभवः
01.004.08	c	प्रावो॒ वाजे॑षु वा॒जिन॑म्
01.004.09	a	तं त्वा॒ वाजे॑षु वा॒जिनं॑ वा॒जया॑मः शतक्रतो
01.004.09	c	धना॑नामिन्द्र सा॒तये॑
01.004.10	a	यो रा॒यो॒३॒॑ऽवनि॑र्म॒हान्त्सु॑पा॒रः सु॑न्व॒तः सखा॑
01.004.10	c	तस्मा॒ इन्द्रा॑य गायत
01.005.01	a	आ त्वेता॒ नि षी॑द॒तेन्द्र॑म॒भि प्र गा॑यत
01.005.01	c	सखा॑यः॒ स्तोम॑वाहसः
01.005.02	a	पु॒रू॒तमं॑ पुरू॒णामीशा॑नं॒ वार्या॑णाम्
01.005.02	c	इन्द्रं॒ सोमे॒ सचा॑ सु॒ते
01.005.03	a	स घा॑ नो॒ योग॒ आ भु॑व॒त्स रा॒ये स पुरं॑ध्याम्
01.005.03	c	गम॒द्वाजे॑भि॒रा स नः॑
01.005.04	a	यस्य॑ सं॒स्थे न वृ॒ण्वते॒ हरी॑ स॒मत्सु॒ शत्र॑वः
01.005.04	c	तस्मा॒ इन्द्रा॑य गायत
01.005.05	a	सु॒त॒पाव्ने॑ सु॒ता इ॒मे शुच॑यो यन्ति वी॒तये॑
01.005.05	c	सोमा॑सो॒ दध्या॑शिरः
01.005.06	a	त्वं सु॒तस्य॑ पी॒तये॑ स॒द्यो वृ॒द्धो अ॑जायथाः
01.005.06	c	इन्द्र॒ ज्यैष्ठ्या॑य सुक्रतो
01.005.07	a	आ त्वा॑ विशन्त्वा॒शवः॒ सोमा॑स इन्द्र गिर्वणः
01.005.07	c	शं ते॑ सन्तु॒ प्रचे॑तसे
01.005.08	a	त्वां स्तोमा॑ अवीवृध॒न्त्वामु॒क्था श॑तक्रतो
01.005.08	c	त्वां व॑र्धन्तु नो॒ गिरः॑
01.005.09	a	अक्षि॑तोतिः सनेदि॒मं वाज॒मिन्द्रः॑ सह॒स्रिण॑म्
01.005.09	c	यस्मि॒न्विश्वा॑नि॒ पौंस्या॑
01.005.10	a	मा नो॒ मर्ता॑ अ॒भि द्रु॑हन्त॒नूना॑मिन्द्र गिर्वणः
01.005.10	c	ईशा॑नो यवया व॒धम्
01.006.01	a	यु॒ञ्जन्ति॑ ब्र॒ध्नम॑रु॒षं चर॑न्तं॒ परि॑ त॒स्थुषः॑
01.006.01	c	रोच॑न्ते रोच॒ना दि॒वि
01.006.02	a	यु॒ञ्जन्त्य॑स्य॒ काम्या॒ हरी॒ विप॑क्षसा॒ रथे॑
01.006.02	c	शोणा॑ धृ॒ष्णू नृ॒वाह॑सा
01.006.03	a	के॒तुं कृ॒ण्वन्न॑के॒तवे॒ पेशो॑ मर्या अपे॒शसे॑
01.006.03	c	समु॒षद्भि॑रजायथाः
01.006.04	a	आदह॑ स्व॒धामनु॒ पुन॑र्गर्भ॒त्वमे॑रि॒रे
01.006.04	c	दधा॑ना॒ नाम॑ य॒ज्ञिय॑म्
01.006.05	a	वी॒ळु चि॑दारुज॒त्नुभि॒र्गुहा॑ चिदिन्द्र॒ वह्नि॑भिः
01.006.05	c	अवि॑न्द उ॒स्रिया॒ अनु॑
01.006.06	a	दे॒व॒यन्तो॒ यथा॑ म॒तिमच्छा॑ वि॒दद्व॑सुं॒ गिरः॑
01.006.06	c	म॒हाम॑नूषत श्रु॒तम्
01.006.07	a	इन्द्रे॑ण॒ सं हि दृक्ष॑से संजग्मा॒नो अबि॑भ्युषा
01.006.07	c	म॒न्दू स॑मा॒नव॑र्चसा
01.006.08	a	अ॒न॒व॒द्यैर॒भिद्यु॑भिर्म॒खः सह॑स्वदर्चति
01.006.08	c	ग॒णैरिन्द्र॑स्य॒ काम्यैः॑
01.006.09	a	अतः॑ परिज्म॒न्ना ग॑हि दि॒वो वा॑ रोच॒नादधि॑
01.006.09	c	सम॑स्मिन्नृञ्जते॒ गिरः॑
01.006.10	a	इ॒तो वा॑ सा॒तिमीम॑हे दि॒वो वा॒ पार्थि॑वा॒दधि॑
01.006.10	c	इन्द्रं॑ म॒हो वा॒ रज॑सः
01.007.01	a	इन्द्र॒मिद्गा॒थिनो॑ बृ॒हदिन्द्र॑म॒र्केभि॑र॒र्किणः॑
01.007.01	c	इन्द्रं॒ वाणी॑रनूषत
01.007.02	a	इन्द्र॒ इद्धर्योः॒ सचा॒ सम्मि॑श्ल॒ आ व॑चो॒युजा॑
01.007.02	c	इन्द्रो॑ व॒ज्री हि॑र॒ण्ययः॑
01.007.03	a	इन्द्रो॑ दी॒र्घाय॒ चक्ष॑स॒ आ सूर्यं॑ रोहयद्दि॒वि
01.007.03	c	वि गोभि॒रद्रि॑मैरयत्
01.007.04	a	इन्द्र॒ वाजे॑षु नोऽव स॒हस्र॑प्रधनेषु च
01.007.04	c	उ॒ग्र उ॒ग्राभि॑रू॒तिभिः॑
01.007.05	a	इन्द्रं॑ व॒यं म॑हाध॒न इन्द्र॒मर्भे॑ हवामहे
01.007.05	c	युजं॑ वृ॒त्रेषु॑ व॒ज्रिण॑म्
01.007.06	a	स नो॑ वृषन्न॒मुं च॒रुं सत्रा॑दाव॒न्नपा॑ वृधि
01.007.06	c	अ॒स्मभ्य॒मप्र॑तिष्कुतः
01.007.07	a	तु॒ञ्जेतु॑ञ्जे॒ य उत्त॑रे॒ स्तोमा॒ इन्द्र॑स्य व॒ज्रिणः॑
01.007.07	c	न वि॑न्धे अस्य सुष्टु॒तिम्
01.007.08	a	वृषा॑ यू॒थेव॒ वंस॑गः कृ॒ष्टीरि॑य॒र्त्योज॑सा
01.007.08	c	ईशा॑नो॒ अप्र॑तिष्कुतः
01.007.09	a	य एक॑श्चर्षणी॒नां वसू॑नामिर॒ज्यति॑
01.007.09	c	इन्द्रः॒ पञ्च॑ क्षिती॒नाम्
01.007.10	a	इन्द्रं॑ वो वि॒श्वत॒स्परि॒ हवा॑महे॒ जने॑भ्यः
01.007.10	c	अ॒स्माक॑मस्तु॒ केव॑लः
01.008.01	a	एन्द्र॑ सान॒सिं र॒यिं स॒जित्वा॑नं सदा॒सह॑म्
01.008.01	c	वर्षि॑ष्ठमू॒तये॑ भर
01.008.02	a	नि येन॑ मुष्टिह॒त्यया॒ नि वृ॒त्रा रु॒णधा॑महै
01.008.02	c	त्वोता॑सो॒ न्यर्व॑ता
01.008.03	a	इन्द्र॒ त्वोता॑स॒ आ व॒यं वज्रं॑ घ॒ना द॑दीमहि
01.008.03	c	जये॑म॒ सं यु॒धि स्पृधः॑
01.008.04	a	व॒यं शूरे॑भि॒रस्तृ॑भि॒रिन्द्र॒ त्वया॑ यु॒जा व॒यम्
01.008.04	c	सा॒स॒ह्याम॑ पृतन्य॒तः
01.008.05	a	म॒हाँ इन्द्रः॑ प॒रश्च॒ नु म॑हि॒त्वम॑स्तु व॒ज्रिणे॑
01.008.05	c	द्यौर्न प्र॑थि॒ना शवः॑
01.008.06	a	स॒मो॒हे वा॒ य आश॑त॒ नर॑स्तो॒कस्य॒ सनि॑तौ
01.008.06	c	विप्रा॑सो वा धिया॒यवः॑
01.008.07	a	यः कु॒क्षिः सो॑म॒पात॑मः समु॒द्र इ॑व॒ पिन्व॑ते
01.008.07	c	उ॒र्वीरापो॒ न का॒कुदः॑
01.008.08	a	ए॒वा ह्य॑स्य सू॒नृता॑ विर॒प्शी गोम॑ती म॒ही
01.008.08	c	प॒क्वा शाखा॒ न दा॒शुषे॑
01.008.09	a	ए॒वा हि ते॒ विभू॑तय ऊ॒तय॑ इन्द्र॒ माव॑ते
01.008.09	c	स॒द्यश्चि॒त्सन्ति॑ दा॒शुषे॑
01.008.10	a	ए॒वा ह्य॑स्य॒ काम्या॒ स्तोम॑ उ॒क्थं च॒ शंस्या॑
01.008.10	c	इन्द्रा॑य॒ सोम॑पीतये
01.009.01	a	इन्द्रेहि॒ मत्स्यन्ध॑सो॒ विश्वे॑भिः सोम॒पर्व॑भिः
01.009.01	c	म॒हाँ अ॑भि॒ष्टिरोज॑सा
01.009.02	a	एमे॑नं सृजता सु॒ते म॒न्दिमिन्द्रा॑य म॒न्दिने॑
01.009.02	c	चक्रिं॒ विश्वा॑नि॒ चक्र॑ये
01.009.03	a	मत्स्वा॑ सुशिप्र म॒न्दिभिः॒ स्तोमे॑भिर्विश्वचर्षणे
01.009.03	c	सचै॒षु सव॑ने॒ष्वा
01.009.04	a	असृ॑ग्रमिन्द्र ते॒ गिरः॒ प्रति॒ त्वामुद॑हासत
01.009.04	c	अजो॑षा वृष॒भं पति॑म्
01.009.05	a	सं चो॑दय चि॒त्रम॒र्वाग्राध॑ इन्द्र॒ वरे॑ण्यम्
01.009.05	c	अस॒दित्ते॑ वि॒भु प्र॒भु
01.009.06	a	अ॒स्मान्त्सु तत्र॑ चोद॒येन्द्र॑ रा॒ये रभ॑स्वतः
01.009.06	c	तुवि॑द्युम्न॒ यश॑स्वतः
01.009.07	a	सं गोम॑दिन्द्र॒ वाज॑वद॒स्मे पृ॒थु श्रवो॑ बृ॒हत्
01.009.07	c	वि॒श्वायु॑र्धे॒ह्यक्षि॑तम्
01.009.08	a	अ॒स्मे धे॑हि॒ श्रवो॑ बृ॒हद्द्यु॒म्नं स॑हस्र॒सात॑मम्
01.009.08	c	इन्द्र॒ ता र॒थिनी॒रिषः॑
01.009.09	a	वसो॒रिन्द्रं॒ वसु॑पतिं गी॒र्भिर्गृ॒णन्त॑ ऋ॒ग्मिय॑म्
01.009.09	c	होम॒ गन्ता॑रमू॒तये॑
01.009.10	a	सु॒तेसु॑ते॒ न्यो॑कसे बृ॒हद्बृ॑ह॒त एद॒रिः
01.009.10	c	इन्द्रा॑य शू॒षम॑र्चति
01.010.01	a	गाय॑न्ति त्वा गाय॒त्रिणोऽर्च॑न्त्य॒र्कम॒र्किणः॑
01.010.01	c	ब्र॒ह्माण॑स्त्वा शतक्रत॒ उद्वं॒शमि॑व येमिरे
01.010.02	a	यत्सानोः॒ सानु॒मारु॑ह॒द्भूर्यस्प॑ष्ट॒ कर्त्व॑म्
01.010.02	c	तदिन्द्रो॒ अर्थं॑ चेतति यू॒थेन॑ वृ॒ष्णिरे॑जति
01.010.03	a	यु॒क्ष्वा हि के॒शिना॒ हरी॒ वृष॑णा कक्ष्य॒प्रा
01.010.03	c	अथा॑ न इन्द्र सोमपा गि॒रामुप॑श्रुतिं चर
01.010.04	a	एहि॒ स्तोमाँ॑ अ॒भि स्व॑रा॒भि गृ॑णी॒ह्या रु॑व
01.010.04	c	ब्रह्म॑ च नो वसो॒ सचेन्द्र॑ य॒ज्ञं च॑ वर्धय
